id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc
A1BG	ENSG00000121410	A1BG	1	A1BG	5	0.0057541	0.022172	0.31363	806	4	-0.92329	0.98705	0.98706	1	11079	0	-0.92329
A1CF	ENSG00000148584	A1CF	29974	A1CF	2	0.5837	0.58344	0.999997	7101	0	-0.25701	0.81652	0.81618	1	9042	0	-0.25701
A2M	ENSG00000175899	A2M	2	A2M	9	0.052285	0.16992	0.70847	2355	5	-0.86167	0.017513	0.044687	0.953925	454	1	-0.86167
A2ML1	ENSG00000166535	A2ML1	144568	A2ML1	9	0.018004	0.072378	0.519999	1385	3	0.15525	0.046116	0.10143	0.978116	945	1	0.15525
A4GALT	ENSG00000128274	A4GALT	53947	A4GALT	4	0.26619	0.40107	0.98135	4877	1	-0.15921	0.94618	0.94632	1	10489	0	-0.15921
AAAS	ENSG00000094914	AAAS	8086	AAAS	4	0.35121	0.49246	0.999997	5527	2	-0.22563	0.65273	0.65266	1	7351	0	-0.22563
AACS	ENSG00000081760	AACS	65985	AACS	2	0.56251	0.5624	0.999997	6973	0	-0.015895	0.21121	0.21147	1	2880	0	-0.015895
AADAC	ENSG00000114771	AADAC	13	AADAC	3	0.18959	0.29683	0.887626	4221	1	0.018432	0.84814	0.84815	1	9372	0	0.018432
AADACL2	ENSG00000197953	AADACL2	344752	AADACL2	3	0.2004	0.31092	0.899171	4328	2	-0.77529	0.15562	0.15867	1	2313	1	-0.77529
AADAT	ENSG00000109576	AADAT	51166	AADAT	3	0.052063	0.11201	0.607339	2349	2	-1.2705	0.23027	0.23007	1	3089	1	-1.2705
AAGAB	ENSG00000103591	AAGAB	79719	AAGAB	3	0.035398	0.087481	0.559493	1932	3	-0.46028	0.9646	0.96474	1	10729	0	-0.46028
AAK1	ENSG00000115977	AAK1	22848	AAK1	1	0.35657	0.35648	0.939267	5576	0	-0.34286	0.64343	0.64327	1	7255	0	-0.34286
AAMDC	ENSG00000087884	AAMDC	28971	AAMDC	3	0.9839	0.98392	0.999997	11119	0	0.26369	0.53867	0.53868	1	6167	0	0.26369
AAMP	ENSG00000127837	AAMP	14	AAMP	6	0.90947	0.91013	0.999997	9885	1	0.18037	0.38646	0.38852	1	4628	1	0.18037
AAR2	ENSG00000131043	AAR2	25980	AAR2	6	0.19248	0.36992	0.955984	4263	1	0.021513	0.48147	0.48208	1	5601	0	0.021513
AARS1	ENSG00000090861	AARS1	16	AARS1	3	0.0067021	0.018144	0.27713	848	3	-1.2897	0.9933	0.99322	1	11213	0	-1.2897
AARSD1	ENSG00000266967	AARSD1	80755	AARSD1	2	0.55324	0.55324	0.999997	6891	1	0.037949	0.11868	0.11968	0.978804	1900	1	0.037949
AASDHPPT	ENSG00000149313	AASDHPPT	60496	AASDHPPT	2	0.49942	0.50113	0.999997	6514	1	-0.18975	0.54121	0.5413	1	6198	0	-0.18975
AATF	ENSG00000275700	AATF	26574	AATF	1	0.91428	0.91479	0.999997	9947	0	0.51734	0.085718	0.085437	0.977964	1495	1	0.51734
ABAT	ENSG00000183044	ABAT	18	ABAT	8	0.94873	0.95001	0.999997	10484	1	0.083683	0.95105	0.95109	1	10551	0	0.083683
